"","cx","cy","REPORTABLE_DOMAIN","NWEIGHT","MONEYPY","NHSLDMEM","BEDROOMS","UR","KOWNRENT","HDD65","KWH","CUFEETNG","GALLONLP","GALLONFO","GALLONKER","BTUWOOD","wKWH"
"8176",81.2,-13.4981272142813,27,12563.52116,15,1,1,"U",2,4256,3045,266,0,0,0,0,38255921.9322
"8220",263.626666666667,19.0041022905514,27,10270.16234,7,3,3,"U",1,6581,9886,1117,0,0,0,0,101530824.89324
"8292",275.973333333333,-2.57848832026872,27,7059.118274,22,4,4,"U",1,5045,10349,700,0,0,0,0,73054815.017626
"8326",202.72,0.760124173401725,27,7951.519832,6,4,4,"U",1,44,7602,0,0,0,0,0,60447453.762864
"8345",586.32,4.84021092284432,27,7757.701336,10,5,3,"U",1,6100,21987,0,568,0,0,0,170568579.274632
"8375",503.386666666667,5.10668689432292,27,8010.976489,6,3,3,"U",2,4935,18877,0,0,0,0,0,151223203.182853
"8433",272.746666666667,-53.5634241985465,27,9131.565906,11,2,3,"U",1,6064,10228,749,0,0,0,0,93397656.086568
"8446",662.266666666667,26.9091626787996,27,7951.518624,18,14,7,"U",1,0,24835,0,0,0,0,0,197475965.02704
"8468",144.186666666667,9.37419035013184,27,15692.90828,2,2,2,"U",2,4914,5407,0,0,0,0,0,84851555.06996
"8474",127.6,29.1120532852314,27,12789.88041,17,3,3,"U",1,5361,4785,599,0,0,0,0,61199577.76185
"8482",184.133333333333,-16.5271196301476,27,6731.634831,11,1,5,"U",1,4760,6905,737,0,0,0,0,46481938.508055
"8526",490.266666666667,49.1072217519683,27,8640.829386,8,4,2,"U",1,6597,18385,0,0,0,0,0,158861648.26161
"8562",128.24,-29.1802379265194,27,10460.3464,8,1,2,"U",2,0,4809,0,0,0,0,0,50303805.8376
"8577",652.8,-68.9476646163638,27,12102.54009,16,2,2,"U",1,4077,24480,0,0,0,0,0,296270181.4032
"8589",618.053333333333,-1.4642006584381,27,12739.74094,7,1,2,"U",1,4741,23177,0,0,0,0,0,295268975.76638
"8603",360.133333333333,-3.39576866367285,27,10651.14125,23,4,2,"U",2,4797,13505,0,0,0,0,0,143843662.58125
"8610",282.586666666667,16.9372305912154,27,10588.35969,1,4,3,"U",1,4333,10597,1039,0,0,0,0,112204847.63493
"8625",317.733333333333,-1.22773763538552,27,11636.38922,11,1,NA,"U",2,17,11915,0,0,0,0,0,138647577.5563
"8631",142.24,-64.8357898091569,27,10494.88114,6,2,2,"U",2,6649,5334,0,0,0,0,0,55979696.00076
"8680",296.96,-33.0868661650133,27,9263.26538,6,5,4,"U",1,4983,11136,280,0,0,0,0,103155723.27168
"8692",551.306666666667,-34.157484849205,27,10588.35953,23,4,3,"U",1,4225,20674,1688,0,0,0,0,218903744.92322
"8694",236.426666666667,9.52392846874887,27,7136.883771,18,2,3,"U",2,10725,8866,4501,0,0,0,0,63275611.513686
"8718",242.666666666667,-37.3915622226279,27,11655.0009,24,2,4,"U",1,5691,9100,1142,0,0,0,0,106060508.19
"8724",154.933333333333,17.470507816728,27,10820.04076,8,2,1,"U",2,4659,5810,0,0,0,0,0,62864436.8156
"8744",392.586666666667,66.6052855122381,27,8236.297774,17,3,3,"U",1,4992,14722,25,0,0,0,10000,121254775.828828
"8764",344.373333333333,-36.9522338631922,27,8138.720781,10,2,3,"U",1,4832,12914,0,0,0,0,80000,105103440.165834
"8815",155.04,36.0657485238513,27,10444.76547,12,1,2,"U",1,4438,5814,0,0,381,0,0,60725866.44258
"8882",162.053333333333,19.9847196893907,27,12367.40596,9,1,1,"U",2,4850,6077,0,0,0,0,10000,75156726.01892
"8896",409.2,-1.67564530401732,27,12789.88041,24,3,4,"U",1,5278,15345,773,0,0,0,0,196260714.89145
"8905",800,-31.247447293674,27,9263.265359,8,5,3,"R",1,5652,32623,0,0,0,0,0,302195505.806657
"8980",272.986666666667,-9.62903116871227,27,8724.988281,7,5,2,"U",1,6498,10237,515,0,0,0,80000,89317705.032597
"8987",289.173333333333,2.54158831768537,27,9263.266661,18,2,3,"R",1,5767,10844,0,0,0,0,10000,100450863.671884
"8995",237.68,-22.6255765630585,27,10602.97467,14,1,3,"U",1,5154,8913,556,0,0,0,10000,94504313.23371
"8996",776.346666666667,24.120716193351,27,10270.16067,16,4,5,"U",3,5057,29113,423,0,0,0,0,298995187.58571
"9014",203.2,42.332325251734,27,5211.538743,24,2,3,"U",1,4766,7620,979,0,0,0,0,39711925.22166
"9017",365.36,24.8525262233459,27,9131.565906,14,4,3,"U",1,5913,13701,523,0,0,0,0,125111584.478106
"9051",281.653333333333,-0.396373226073895,27,8138.720462,10,2,1,"R",1,6243,10562,0,533,0,0,0,85961165.519644
"9069",216.133333333333,72.5911144767324,27,11655.0021,23,4,4,"U",1,5727,8105,437,0,0,0,20000,94463792.0205
"9074",216.48,-38.9804427221406,27,10423.07973,24,4,4,"U",1,4767,8118,937,0,0,0,0,84614561.24814
"9080",742.266666666667,10.8713001722767,27,11535.94742,18,4,4,"U",1,5150,27835,0,0,0,0,20000,321103096.4357
"9127",166.08,8.98313736840954,27,11910.02072,6,2,2,"U",2,4822,6228,0,0,0,0,0,74175609.04416
"9133",56.24,31.9013067440578,27,11348.1193,10,1,2,"U",1,5053,2109,368,0,0,0,0,23933183.6037
"9140",278.8,31.2481705263519,27,12367.40469,8,1,2,"U",2,4818,10455,0,0,0,0,10000,129301216.03395
"9151",357.84,22.9692873358964,27,7757.697801,8,2,2,"R",1,4940,13419,0,0,0,0,40000,104100546.791619
"9186",102.026666666667,2.62662509988792,27,10076.10961,16,2,2,"U",2,4415,3826,322,0,0,0,0,38551195.36786
"9250",323.573333333333,11.163440314465,27,15356.88976,23,4,3,"U",1,4954,12134,822,0,0,0,0,186340500.34784
"9289",528.96,-16.4414611116513,27,12789.88005,24,4,3,"U",1,4148,19836,1213,0,0,0,0,253700060.6718
"9306",129.146666666667,1.86979909740941,27,10460.3464,9,1,NA,"U",2,0,4843,0,0,0,0,0,50659457.6152
"9344",412.586666666667,-3.40968008899572,27,10512.33177,17,4,4,"U",2,4771,15472,0,0,0,0,10000,162646797.14544
"9352",199.706666666667,55.6401749611091,27,7136.882777,16,3,4,"U",1,11825,7489,1094,0,0,0,10000,53448115.116953
"9365",310.186666666667,-15.1248850671962,27,11655.0021,18,2,3,"U",1,5605,11632,827,0,0,0,0,135570984.4272
"9382",264.88,-18.6153810015684,27,21979.8455,21,2,2,"U",2,4164,9933,0,0,0,0,10000,218325805.3515
"9402",591.226666666667,8.07361877391871,27,7757.697865,23,2,3,"R",1,4929,22171,0,0,0,0,80000,171995919.364915
"9408",179.386666666667,-13.5041408014838,27,22641.67107,1,1,3,"R",2,6774,6727,466,0,0,0,0,152310521.28789
"9426",561.2,-40.6812775943943,27,12102.54009,13,3,2,"U",1,3984,21045,0,0,0,0,0,254697956.19405
"9579",39.4133333333333,-0.252311846927445,27,11648.75098,9,1,1,"U",2,4628,1478,61,0,0,0,0,17216853.94844
"9581",472.373333333333,21.9259982192338,27,8236.299578,6,4,2,"U",2,4609,17714,0,0,0,0,0,145897810.724692
"9584",156.826666666667,30.7293113974404,27,8236.300068,7,2,3,"U",1,4996,5881,0,0,0,0,0,48437680.699908
"9595",275.866666666667,-61.220825633841,27,7951.522023,8,4,4,"U",1,60,10345,0,0,0,0,0,82258495.327935
"9681",305.733333333333,31.561806518748,27,7136.883623,16,2,4,"U",1,10282,11465,1938,0,0,0,0,81824370.737695
"9721",252.026666666667,-25.4203610468447,27,11654.99991,15,4,3,"U",1,4830,9451,855,0,0,0,20000,110151404.14941
"9769",512.693333333333,37.1352898984722,27,12789.87794,24,2,4,"U",1,5047,19226,2499,0,0,0,0,245898193.27444
"9782",551.866666666667,-29.4159074096476,27,9263.2658,13,2,3,"U",3,4879,20695,0,0,0,0,0,191703285.731
"9792",677.093333333333,3.45923522781578,27,9862.933988,14,3,3,"R",2,5253,25391,0,0,0,0,0,250429756.889308
"9826",638.933333333333,-0.80656755873073,27,10270.16267,10,6,5,"U",1,6706,23960,904,0,0,0,20000,246073097.5732
"9838",104,-9.99574271421848,27,8085.781013,7,3,2,"U",1,10074,3900,881,0,0,0,0,31534545.9507
"9841",199.733333333333,-33.3447803713755,27,10651.14205,13,3,2,"U",2,4995,7490,0,0,0,0,0,79777053.9545
"9843",402.133333333333,-6.48096644989422,27,6051.296023,11,1,3,"U",1,4780,15080,734,0,0,0,0,91253544.02684
"9853",193.6,-16.4894548229529,27,10259.75333,13,1,3,"U",1,4863,7260,864,0,0,0,0,74485809.1758
"9859",601.413333333333,10.2380546447152,27,7837.837941,7,5,2,"U",2,6101,22553,0,0,0,0,0,176766759.083373
"9866",70.88,-74.7724242441251,27,12367.40845,5,1,1,"U",2,4606,2658,61,0,0,0,0,32872571.6601
"9876",311.813333333333,11.6398964036841,27,9563.44727,4,1,3,"U",2,5149,11693,0,0,0,0,0,111825388.92811
"9906",233.546666666667,72.9224162954783,27,10423.07973,24,4,4,"U",1,4815,8758,774,0,0,0,0,91285332.27534
"9917",259.92,24.6105979320989,27,11535.94649,24,4,5,"U",1,4731,9747,471,0,0,0,0,112440870.43803
"9923",384.8,68.6921479276795,27,13687.18462,15,2,2,"R",1,9178,14430,0,0,0,0,20000,197506074.0666
"9927",597.226666666667,4.20868505072055,27,10588.35953,24,2,5,"U",1,4110,22396,971,0,0,0,0,237136900.03388
"9931",324.773333333333,-28.0849836497301,27,8995.312688,19,3,3,"U",1,4358,12179,0,0,500,0,20000,109553913.227152
"9964",522.986666666667,31.008842246987,27,8640.829386,16,2,2,"U",1,6592,19612,0,0,0,0,0,169463945.918232
"9978",260.48,35.1683456182739,27,9088.235752,5,2,3,"U",2,4482,9768,0,0,0,0,0,88773886.825536
"10010",359.6,0.868292126179012,27,9131.567402,17,5,3,"U",1,5081,13485,621,0,0,0,0,123139186.41597
"10024",320.48,-1.77635758555765,27,8854.900234,17,2,3,"R",1,5378,12018,0,455,0,0,80000,106418191.012212
"10031",642.933333333333,-82.2513230194858,27,10512.33254,19,2,3,"R",1,4652,24110,861,0,0,0,0,253452337.5394
"10077",210.853333333333,18.2164032447698,27,10588.35912,24,11,13,"U",1,4261,7907,193,0,0,0,0,83722155.56184
"10087",363.466666666667,6.72823482121449,27,10270.16089,11,5,4,"U",1,5037,13630,620,0,0,0,0,139982292.9307
"10091",224.88,-38.3879507150352,27,7951.518624,15,5,4,"U",1,0,8433,0,0,0,0,0,67055156.556192
"10093",323.28,-29.9524799708686,27,9131.566701,7,5,3,"U",2,5042,12123,705,0,0,0,0,110701983.116223
"10122",784.08,25.7440879874547,27,10423.0762,8,3,2,"U",1,4795,29403,750,0,0,0,0,306469709.5086
"10145",211.12,-5.17698432284549,27,9100.781774,6,1,1,"U",2,4739,7917,0,0,0,0,0,72050889.304758
"10174",300.453333333333,51.8199894235305,27,11535.94649,9,3,3,"U",2,5072,11267,0,0,0,0,80000,129975509.10283
"10176",162.32,37.2378291963578,27,7951.518624,11,2,3,"U",2,3,6087,0,0,0,0,0,48400893.864288
"10212",534.72,-17.9484885137852,27,9263.2658,13,5,4,"U",1,5050,20052,0,0,0,0,0,185747005.8216
"10251",300.16,29.415522894456,27,11925.03703,5,1,1,"U",1,6363,11256,662,0,0,0,0,134228216.80968
"10256",448.693333333333,-1.23547321307184,27,9131.564208,10,7,5,"U",2,4633,16826,826,0,0,0,0,153647699.363808
"10258",95.1733333333333,-34.8011526918895,27,9007.728757,3,1,3,"U",1,7121,3569,0,0,0,0,80000,32148583.933733
"10260",513.093333333333,-5.24860656931676,27,8854.900016,24,5,3,"U",1,4911,19241,0,0,0,0,20000,170377131.207856
"10280",348.24,-69.7998005780411,27,11965.16703,1,1,3,"R",2,4987,13059,0,0,0,0,0,156253116.24477
"10308",232.56,-70.7516173918699,27,9131.566701,14,2,3,"U",3,4992,8721,737,0,0,0,10000,79636393.199421
"10353",361.706666666667,14.3518925842278,27,9263.26538,15,4,3,"U",1,4964,13564,0,0,0,0,0,125646931.61432
"10367",227.413333333333,-36.1508034849171,27,10651.14008,7,4,2,"U",2,4988,8528,0,0,0,0,0,90832922.60224
"10378",567.813333333333,15.6542249113477,27,18770.15615,1,1,2,"R",1,8573,21293,0,0,0,0,20000,399672934.90195
"10409",299.68,-15.2939786264865,27,12746.76129,5,1,2,"U",2,4463,11238,0,0,0,0,10000,143248103.37702
"10430",681.146666666667,20.52093667026,27,9263.265359,17,2,3,"R",1,5670,25543,0,373,0,0,0,236611587.064937
"10440",83.1733333333333,22.0646109429971,27,10270.8133,11,1,2,"U",1,716,3119,0,0,0,0,0,32034666.6827
"10460",432.773333333333,-19.6587947044877,27,11655.0009,24,4,4,"U",1,5710,16229,1090,0,0,0,0,189149009.6061
"10464",203.226666666667,-11.5101368199887,27,11654.99991,23,3,3,"U",1,4763,7621,903,0,0,0,0,88822754.31411
"10496",289.093333333333,-27.6158367489377,27,7757.697865,24,3,3,"R",1,4881,10841,0,0,362,0,40000,84101202.554465
"10501",368.32,-60.4163623657783,27,7951.520726,24,2,4,"U",1,26,13812,0,0,0,0,0,109826404.267512
"10514",390.373333333333,-20.0883279615035,27,9263.263202,12,4,3,"R",2,5128,14639,0,0,0,0,0,135604910.014078
"10541",150.106666666667,-31.7559298964509,27,13757.85901,7,1,NA,"U",1,4853,5629,0,0,0,0,0,77442988.36729
"10562",544.56,50.0826590249652,27,9007.728534,3,1,3,"R",1,4868,20421,0,0,0,0,100000,183946824.392814
"10566",745.12,-21.0604269230075,27,8640.827032,16,2,4,"R",1,5002,27942,0,0,0,0,80000,241441988.928144
"10580",358.346666666667,12.4013032555568,27,10270.16255,22,4,4,"R",1,5240,13438,782,1341,0,0,0,138010444.3469
"10589",402.64,-11.4441341473915,27,7757.697865,18,2,3,"R",1,4982,15099,0,0,734,0,0,117133480.063635
"10595",148.826666666667,-9.31691813612436,27,10602.97416,5,1,2,"U",1,4955,5581,606,0,0,0,0,59175198.78696
"10643",306.32,-6.00123203038521,27,11965.16466,17,1,3,"R",2,5039,11487,0,0,0,0,40000,137443846.44942
"10674",163.893333333333,7.31857740788097,27,6791.608468,24,2,4,"U",1,10019,6146,1917,0,0,0,0,41741225.644328
"10686",159.546666666667,41.6677433152027,27,15305.11455,3,1,1,"U",2,4966,5983,0,0,0,0,0,91570500.35265
"10696",593.68,-1.03593370455677,27,8236.297842,16,2,3,"R",1,4697,22263,0,0,0,0,10000,183364698.856446
"10700",162.933333333333,62.3940394655053,27,12294.50668,5,1,5,"U",1,4228,6110,1474,0,0,0,0,75119435.8148
"10702",237.226666666667,10.2725784866747,27,9088.236104,11,3,2,"U",2,4167,8896,0,0,0,0,0,80848948.381184
"10749",425.706666666667,-3.26992123385141,27,15578.372,11,2,3,"R",1,5947,15964,0,0,0,0,0,248693130.608
"10805",571.706666666667,4.19089731648357,27,10270.16195,18,4,3,"R",1,5758,21439,412,0,0,0,0,220182002.04605
"10883",773.04,-11.0354588292681,27,8236.296285,21,3,4,"U",1,4576,28989,0,0,0,0,0,238761993.005865
"10896",340.8,48.4983755708094,27,8724.987676,17,4,3,"R",1,4998,12780,0,369,0,0,0,111505342.49928
"10908",369.92,-15.8376690184539,27,12789.88041,24,4,3,"U",1,5350,13872,646,0,0,0,0,177421221.04752
"10915",75.2266666666667,25.237078238298,27,12563.52116,10,1,1,"U",2,4118,2821,266,0,0,0,0,35441693.19236
"10920",639.333333333333,-40.7868909759187,27,9263.264747,8,8,4,"R",1,5292,23975,0,0,0,0,80000,222086772.309325
"10972",185.493333333333,18.6367563238918,27,7837.836823,6,3,2,"U",2,5241,6956,0,0,0,0,0,54519992.940788
"11122",412.453333333333,25.0183379036932,27,9263.2658,11,7,4,"U",1,4809,15467,286,0,0,0,0,143274932.1286
"11133",283.413333333333,-80.53136804282,27,11535.94742,17,4,3,"U",2,5208,10628,0,0,0,0,20000,122604049.17976
"11141",411.36,-17.6663909327154,27,10977.85335,11,3,2,"U",2,4153,15426,0,0,0,0,20000,169344365.7771
"11207",318.293333333333,-18.7071768050043,27,13533.0206,6,1,3,"U",1,5653,11936,2041,0,0,0,0,161530133.8816
"11211",800,-33.4921289618714,27,9263.26711,12,2,4,"R",1,5151,32137,0,0,0,0,20000,297693615.11407
"11216",702.24,-17.826083803771,27,11535.94649,14,4,4,"U",1,4784,26334,25,0,0,0,20000,303787614.86766
"11230",130.373333333333,11.5877643831277,27,9008.73187,11,2,NA,"U",2,25,4889,0,0,0,0,0,44043690.11243
"11246",724.64,12.7520025559778,27,9263.264735,16,5,4,"R",1,5716,27174,0,359,0,0,0,251719955.90889
"11248",340.266666666667,18.3587789667338,27,9263.263781,15,2,3,"U",1,4957,12760,0,26,0,0,0,118199245.84556
"11302",698.053333333333,-19.6629964820021,27,9401.190528,22,5,3,"R",1,5382,26177,0,0,0,0,80000,246094964.451456
"11330",154.88,-17.5762837624894,27,13757.85624,10,1,1,"U",2,4819,5808,0,0,0,0,0,79905629.04192
"11384",358,14.3812826879884,27,7837.837941,3,4,2,"U",2,6379,13425,0,0,0,0,0,105222974.357925
"11422",411.946666666667,38.9556268362846,27,10123.97019,9,1,2,"U",2,6172,15448,0,0,0,0,0,156395091.49512
"11478",69.0933333333333,16.3042328645147,27,8085.781013,24,2,2,"U",1,9556,2591,872,0,0,0,0,20950258.604683
"11479",120.24,-17.4323598376645,27,7566.837036,4,3,2,"U",2,15,4509,0,0,0,0,0,34118868.195324
"11545",128.933333333333,-12.3100708742422,27,12367.40649,7,1,NA,"U",2,4893,4835,0,0,0,0,10000,59796410.37915
"11561",729.2,36.7826508392879,27,8724.988281,15,3,4,"R",1,6473,27345,25,0,227,0,10000,238584804.543945
"11564",491.493333333333,-8.25639139504295,27,10977.85335,6,3,2,"U",2,4075,18431,0,0,0,0,20000,202332815.09385
"11572",800,13.1926091982481,27,14891.60475,15,2,3,"R",1,7030,37657,0,0,398,0,80000,560773160.07075
"11596",124.933333333333,-27.1718154160185,27,12367.40531,12,1,2,"U",1,4808,4685,0,0,0,0,0,57941293.87735
"11618",344.08,-29.0334492718074,27,8236.300068,11,2,3,"U",1,4888,12903,0,0,0,0,0,106272979.777404
"11737",192.48,6.823633264907,27,15054.52012,15,1,2,"U",1,4721,7218,724,0,0,0,10000,108663526.22616
"11799",104.186666666667,12.0282125413258,27,9564.511534,9,2,2,"U",1,0,3907,0,0,0,0,0,37368546.563338
"11848",300.506666666667,-54.9548790307387,27,10588.35969,24,2,4,"U",1,4201,11269,913,0,0,0,0,119320225.34661
"11865",447.813333333333,-25.3561846926633,27,9263.26711,15,2,4,"U",1,4880,16793,0,0,0,0,10000,155558044.57823
"11901",251.84,10.4762383622012,27,11655.00099,18,2,3,"U",1,5575,9444,907,0,0,0,0,110069829.34956
"11944",301.28,26.2624479862822,27,11795.05168,1,1,3,"U",3,7006,11298,451,0,0,0,0,133260493.88064
"11979",261.706666666667,-48.5348952460385,27,7136.883623,20,3,3,"U",1,10006,9814,1742,0,0,0,0,70041375.876122
